strut_id,defect,subtype,region,orientation,x0,y0,z0,x1,y1,z1,z_slice_from,z_slice_to,length_um,node0_state,node1_state,gap_um,surviving_piece_um,diameter_median_um,diameter_thinnest_um,bow_um,graph_hops,detached_at_joint
18256,disconnected,,boundary,vertical,298.5,752.25,656.75,255.75,752.5,697.0,657,697,3411.0,junction,junction,1735.0,289.0,,,,2,0
18258,disconnected,,boundary,vertical,220.0,754.0,726.0,255.75,752.5,697.0,697,726,2676.0,junction,junction,1089.0,408.0,,,,2,0
18265,disconnected,,boundary,flat,298.92,722.38,696.23,255.75,752.5,697.0,696,697,3059.0,junction,junction,52.0,1866.0,,,,1,1
18270,disconnected,,boundary,vertical,255.75,752.5,697.0,260.23,720.07,736.39,697,736,2976.0,junction,partial,706.0,1513.0,,,,-1,0
18275,disconnected,,boundary,flat,298.5,752.25,656.75,337.64,721.91,657.18,657,657,2877.0,junction,junction,0.0,1756.0,,,,1,1
18276,disconnected,,boundary,flat,298.0,753.0,727.0,334.67,718.5,740.67,727,741,3031.0,junction,junction,0.0,1849.0,,,,2,0
18279,disconnected,,boundary,flat,377.0,753.0,727.0,334.67,718.5,740.67,727,741,3271.0,junction,junction,0.0,1996.0,,,,3,0
18281,disconnected,,boundary,vertical,298.5,752.25,656.75,298.92,722.38,696.23,657,696,2876.0,junction,junction,0.0,1755.0,,,,1,1
18290,disconnected,,boundary,vertical,298.0,753.0,727.0,337.5,752.25,695.25,695,727,2945.0,junction,junction,1597.0,250.0,,,,2,0
18297,disconnected,,boundary,flat,377.0,721.36,696.43,337.5,752.25,695.25,695,696,2914.0,junction,junction,0.0,1778.0,,,,1,1
18302,disconnected,,boundary,vertical,337.5,752.25,695.25,334.67,718.5,740.67,695,741,3292.0,junction,junction,0.0,2008.0,,,,2,0
18306,disconnected,,boundary,flat,454.75,752.25,656.75,416.18,721.64,657.36,657,657,2861.0,junction,junction,0.0,1746.0,,,,1,1
18308,disconnected,,boundary,flat,377.0,753.0,727.0,415.5,718.5,741.5,727,742,3119.0,junction,junction,0.0,1903.0,,,,2,0
18311,disconnected,,boundary,flat,455.0,752.0,728.0,415.5,718.5,741.5,728,742,3110.0,junction,junction,0.0,1897.0,,,,3,0
18313,disconnected,,boundary,vertical,380.0,751.0,658.0,377.0,721.36,696.43,658,696,2825.0,junction,junction,0.0,1724.0,,,,1,1
18326,disconnected,,boundary,flat,377.0,721.36,696.43,415.75,751.25,696.5,696,696,2843.0,junction,junction,0.0,1735.0,,,,1,1
18329,disconnected,,boundary,flat,455.07,721.14,696.93,415.75,751.25,696.5,696,697,2877.0,junction,junction,0.0,1756.0,,,,1,1
18334,disconnected,,boundary,vertical,415.75,751.25,696.5,415.5,718.5,741.5,696,742,3234.0,junction,junction,0.0,1973.0,,,,1,1
18338,disconnected,,boundary,flat,533.25,751.75,657.75,494.33,721.44,658.0,658,658,2866.0,junction,junction,0.0,1749.0,,,,1,1
18339,disconnected,,boundary,flat,454.75,752.25,656.75,494.33,721.44,658.0,657,658,2915.0,junction,junction,0.0,1779.0,,,,1,1
18340,disconnected,,boundary,flat,455.0,752.0,728.0,494.67,720.33,735.33,728,735,2980.0,junction,junction,0.0,1818.0,,,,3,0
18343,disconnected,,boundary,flat,533.0,752.0,728.0,494.67,720.33,735.33,728,735,2920.0,junction,junction,0.0,1782.0,,,,3,0
18345,disconnected,,boundary,vertical,454.75,752.25,656.75,455.07,721.14,696.93,657,697,2952.0,junction,junction,0.0,1801.0,,,,1,1
18358,disconnected,,boundary,flat,455.07,721.14,696.93,494.0,751.0,697.25,697,697,2850.0,junction,junction,0.0,1739.0,,,,1,1
18361,disconnected,,boundary,flat,533.58,720.75,697.08,494.0,751.0,697.25,697,697,2894.0,junction,junction,0.0,1766.0,,,,1,1
18371,disconnected,,boundary,flat,533.25,751.75,657.75,572.5,720.43,657.93,658,658,2918.0,junction,junction,0.0,1780.0,,,,1,1
18372,disconnected,,boundary,flat,533.0,752.0,728.0,571.75,720.75,736.25,728,736,2932.0,junction,junction,0.0,1789.0,,,,2,0
18375,disconnected,,boundary,flat,611.0,752.0,729.0,571.75,720.75,736.25,729,736,2945.0,junction,junction,0.0,1797.0,,,,3,0
18377,disconnected,,boundary,vertical,533.25,751.75,657.75,533.58,720.75,697.08,658,697,2910.0,junction,junction,0.0,1775.0,,,,1,1
18390,disconnected,,boundary,flat,533.58,720.75,697.08,572.0,751.5,697.25,697,697,2859.0,junction,junction,0.0,1744.0,,,,1,1
18393,disconnected,,boundary,flat,611.75,720.5,697.38,572.0,751.5,697.25,697,697,2929.0,junction,junction,0.0,1787.0,,,,1,1
18398,disconnected,,boundary,vertical,572.0,751.5,697.25,571.75,720.75,736.25,697,736,2886.0,junction,junction,0.0,1761.0,,,,1,1
18402,disconnected,,boundary,flat,689.5,750.0,658.25,650.67,720.27,658.53,658,659,2842.0,junction,junction,0.0,1734.0,,,,1,1
18403,disconnected,,boundary,flat,611.0,750.75,657.25,650.67,720.27,658.53,657,659,2908.0,junction,junction,0.0,1774.0,,,,1,1
18404,disconnected,,boundary,flat,611.0,752.0,729.0,651.0,719.5,736.0,729,736,3022.0,junction,junction,0.0,1844.0,,,,2,0
18407,disconnected,,boundary,flat,690.0,750.0,726.0,651.0,719.5,736.0,726,736,2935.0,junction,junction,99.0,1791.0,,,,2,0
18409,disconnected,,boundary,vertical,611.0,750.75,657.25,611.75,720.5,697.38,657,697,2920.0,junction,junction,0.0,1782.0,,,,1,1
18419,disconnected,,boundary,vertical,690.0,750.0,726.0,650.25,751.25,696.5,696,726,2877.0,junction,junction,1560.0,341.0,,,,2,0
18422,disconnected,,boundary,flat,611.75,720.5,697.38,650.25,751.25,696.5,696,697,2863.0,junction,junction,0.0,1747.0,,,,1,1
18430,disconnected,,boundary,vertical,650.25,751.25,696.5,651.0,719.5,736.0,696,736,2945.0,junction,junction,0.0,1797.0,,,,1,1
18435,disconnected,,boundary,flat,689.5,750.0,658.25,728.57,719.79,658.86,658,659,2870.0,junction,junction,0.0,1751.0,,,,1,1
18436,disconnected,,boundary,flat,690.0,750.0,726.0,729.0,719.5,737.5,726,738,2953.0,junction,junction,50.0,1802.0,,,,2,0
18439,disconnected,,boundary,flat,766.0,749.0,727.0,729.0,719.5,737.5,727,738,2816.0,junction,junction,621.0,1337.0,,,,2,0
18441,disconnected,,boundary,vertical,689.5,750.0,658.25,689.0,720.82,697.73,658,698,2852.0,junction,junction,0.0,1740.0,,,,1,1
18445,disconnected,,boundary,vertical,763.0,750.33,657.67,764.88,719.5,698.75,658,699,2986.0,junction,junction,0.0,1822.0,,,,1,1
18454,disconnected,,boundary,vertical,690.0,750.0,726.0,728.5,750.5,697.25,697,726,2792.0,junction,junction,1704.0,237.0,,,,2,0
18455,disconnected,,boundary,vertical,766.0,749.0,727.0,728.5,750.5,697.25,697,727,2782.0,junction,junction,1509.0,330.0,,,,2,0
18458,disconnected,,boundary,flat,689.0,720.82,697.73,728.5,750.5,697.25,697,698,2871.0,junction,junction,0.0,1752.0,,,,1,1
18461,disconnected,,boundary,flat,764.88,719.5,698.75,728.5,750.5,697.25,697,699,2778.0,junction,junction,0.0,1695.0,,,,1,1
18466,disconnected,,boundary,vertical,728.5,750.5,697.25,729.0,719.5,737.5,697,738,2952.0,junction,junction,0.0,1801.0,,,,1,1
7,thin,,boundary,vertical,64.0,55.0,109.5,64.75,97.42,63.25,63,110,3646.0,junction,junction,0.0,2225.0,285.0,164.0,256.0,,0
9,thin,,boundary,vertical,142.25,55.25,32.75,100.62,57.12,66.5,33,66,3115.0,junction,junction,0.0,1901.0,285.0,164.0,445.0,,0
16,thin,,boundary,vertical,140.17,92.42,67.92,108.08,98.58,18.67,19,68,3434.0,junction,junction,0.0,2095.0,349.0,183.0,943.0,,0
29,thin,,boundary,vertical,135.17,133.83,16.0,140.17,92.42,67.92,16,68,3870.0,junction,junction,0.0,2361.0,349.0,140.0,198.0,,0
47,thin,,boundary,vertical,179.27,132.93,68.2,171.0,99.0,27.0,27,68,3138.0,junction,junction,0.0,1915.0,349.0,140.0,414.0,,0
209,thin,,boundary,vertical,685.36,89.18,69.82,729.0,99.0,22.0,22,70,3804.0,junction,junction,0.0,2321.0,367.0,116.0,182.0,,0
219,thin,,boundary,vertical,724.82,127.09,70.91,729.0,99.0,22.0,22,71,3286.0,junction,junction,0.0,2005.0,329.0,140.0,608.0,,0
248,thin,,boundary,vertical,135.17,133.83,16.0,140.64,171.36,68.55,16,69,3765.0,junction,junction,0.0,2297.0,349.0,164.0,677.0,,0
272,thin,,boundary,vertical,214.67,138.17,20.5,218.89,171.33,68.67,20,69,3407.0,junction,junction,0.0,2079.0,385.0,164.0,426.0,,0
354,thin,,interior,flat,452.58,170.5,69.17,486.32,210.32,75.8,69,76,3057.0,junction,junction,0.0,1865.0,285.0,164.0,136.0,,0
416,thin,,boundary,vertical,682.29,131.38,22.41,687.12,166.81,70.25,22,70,3471.0,junction,junction,0.0,2118.0,367.0,140.0,778.0,,0
463,thin,,boundary,vertical,102.9,288.6,68.1,109.33,249.67,23.0,23,68,3482.0,junction,junction,0.0,2124.0,385.0,140.0,244.0,,0
492,thin,,boundary,vertical,222.47,217.93,19.07,219.25,250.25,68.75,19,69,3449.0,junction,junction,0.0,2104.0,367.0,164.0,677.0,,0
617,thin,,boundary,vertical,678.04,215.07,22.18,647.5,207.25,71.17,22,71,3385.0,junction,junction,0.0,2065.0,385.0,164.0,231.0,,0
636,thin,,boundary,vertical,678.04,215.07,22.18,687.54,245.67,69.79,22,70,3334.0,junction,junction,0.0,2034.0,349.0,188.0,234.0,,0
658,thin,,boundary,vertical,736.12,284.71,64.28,725.62,245.15,110.0,64,110,3565.0,junction,junction,0.0,2175.0,329.0,174.0,58.0,,0
731,thin,,boundary,vertical,259.17,368.0,69.5,259.5,335.0,20.0,20,70,3457.0,junction,junction,0.0,2109.0,435.0,164.0,193.0,,0
864,thin,,boundary,vertical,687.17,286.19,30.15,736.12,284.71,64.28,30,64,3468.0,partial,junction,0.0,2116.0,329.0,164.0,233.0,,0
918,thin,,boundary,flat,142.25,406.75,68.75,191.56,446.2,62.94,63,69,3684.0,junction,junction,0.0,2248.0,329.0,164.0,69.0,,0
944,thin,,boundary,vertical,309.67,408.12,61.83,259.73,406.5,28.59,29,62,3487.0,junction,partial,0.0,2127.0,329.0,159.0,233.0,,0
948,thin,,boundary,flat,259.17,368.0,69.5,309.67,408.12,61.83,62,70,3774.0,junction,junction,0.0,2303.0,329.0,116.0,100.0,,0
956,thin,,boundary,vertical,298.41,367.08,28.71,309.67,408.12,61.83,29,62,3133.0,partial,junction,0.0,1912.0,285.0,116.0,583.0,,0
957,thin,,boundary,vertical,298.85,445.42,28.74,309.67,408.12,61.83,29,62,2964.0,partial,junction,0.0,1809.0,349.0,164.0,152.0,,0
959,thin,,boundary,vertical,298.07,367.79,108.5,309.67,408.12,61.83,62,108,3646.0,junction,junction,0.0,2225.0,285.0,116.0,94.0,,0
1076,thin,,boundary,vertical,693.62,366.25,20.25,687.67,403.33,70.58,20,71,3649.0,junction,junction,0.0,2226.0,403.0,164.0,168.0,,0
1081,thin,,boundary,vertical,756.46,439.62,25.62,763.25,401.17,71.67,26,72,3508.0,junction,junction,0.0,2140.0,329.0,116.0,42.0,,0
1084,thin,,boundary,vertical,693.62,366.25,20.25,727.44,361.78,70.17,20,70,3513.0,junction,junction,0.0,2143.0,419.0,116.0,922.0,,0
1143,thin,,boundary,vertical,191.56,446.2,62.94,185.25,483.17,22.17,22,63,3219.0,junction,junction,0.0,1964.0,285.0,140.0,138.0,,0
1164,thin,,boundary,vertical,298.29,485.86,69.57,270.17,487.33,20.75,21,70,3274.0,junction,junction,0.0,1998.0,479.0,140.0,529.0,,0
1171,thin,,boundary,vertical,259.62,525.15,69.46,270.17,487.33,20.75,21,69,3635.0,junction,junction,0.0,2218.0,385.0,116.0,561.0,,0
1201,thin,,boundary,vertical,375.5,514.83,19.17,376.1,485.7,69.3,19,69,3369.0,junction,junction,0.0,2056.0,435.0,140.0,212.0,,0
1287,thin,,boundary,vertical,649.15,443.08,70.31,648.97,474.83,20.83,21,70,3416.0,junction,junction,0.0,2084.0,419.0,140.0,392.0,,0
1300,thin,,boundary,vertical,756.46,439.62,25.62,763.45,480.18,71.45,26,71,3579.0,junction,junction,0.0,2184.0,285.0,164.0,141.0,,0
1301,thin,,boundary,vertical,758.11,520.78,25.89,763.45,480.18,71.45,26,71,3559.0,junction,junction,0.0,2172.0,349.0,164.0,227.0,,0
1384,thin,,boundary,vertical,299.0,564.62,68.62,262.6,561.23,20.22,20,69,3524.0,junction,junction,0.0,2150.0,479.0,164.0,186.0,,0
1401,thin,,boundary,vertical,375.5,514.83,19.17,337.46,524.62,69.31,19,69,3701.0,junction,junction,0.0,2258.0,479.0,140.0,182.0,,0
1493,thin,,boundary,vertical,605.94,590.72,22.28,611.38,561.77,70.38,22,70,3277.0,junction,junction,0.0,2000.0,367.0,159.0,133.0,,0
1525,thin,,boundary,vertical,758.11,520.78,25.89,735.3,521.17,75.02,26,75,3147.0,junction,junction,0.0,1920.0,367.0,164.0,140.0,,0
1583,thin,,boundary,vertical,182.0,603.87,68.67,181.94,639.72,21.83,22,69,3427.0,junction,junction,0.0,2091.0,385.0,116.0,67.0,,0
1676,thin,,boundary,vertical,542.12,640.35,65.62,493.47,640.13,22.73,23,66,3769.0,junction,junction,0.0,2299.0,403.0,164.0,85.0,,0
1693,thin,,boundary,vertical,605.94,590.72,22.28,572.91,601.55,69.91,22,70,3426.0,junction,junction,0.0,2090.0,419.0,164.0,147.0,,0
1727,thin,,boundary,vertical,650.38,599.54,70.69,650.57,635.52,20.9,21,71,3569.0,junction,junction,0.0,2178.0,403.0,164.0,106.0,,0
1737,thin,,boundary,vertical,691.83,673.44,22.44,691.41,639.05,71.77,22,72,3494.0,junction,junction,0.0,2132.0,349.0,164.0,76.0,,0
2011,thin,,boundary,vertical,729.27,678.27,71.27,731.51,714.58,21.13,21,71,3599.0,junction,junction,0.0,2196.0,349.0,188.0,87.0,,0
2309,thin,,interior,flat,374.57,131.14,108.57,325.5,171.58,115.68,109,116,3717.0,junction,junction,0.0,2268.0,232.0,183.0,69.0,,0
2310,thin,,interior,flat,374.23,209.85,109.0,325.5,171.58,115.68,109,116,3621.0,junction,junction,0.0,2209.0,232.0,164.0,106.0,,0
2386,thin,,interior,vertical,523.33,209.88,192.37,530.89,175.72,142.17,142,192,3555.0,junction,junction,0.0,2169.0,285.0,116.0,71.0,,0
2407,thin,,interior,flat,608.38,208.54,109.38,646.87,168.33,109.6,109,110,3233.0,junction,junction,0.0,1973.0,232.0,164.0,71.0,,0
2421,thin,,interior,flat,686.5,167.79,148.5,647.7,207.6,148.15,148,148,3230.0,junction,junction,0.0,1971.0,201.0,164.0,120.0,,0
2593,thin,,interior,flat,531.0,248.25,148.67,483.74,288.55,158.12,149,158,3650.0,junction,junction,0.0,2227.0,201.0,116.0,123.0,,0
2599,thin,,interior,vertical,483.74,288.55,158.12,491.75,248.83,109.5,110,158,3677.0,junction,junction,0.0,2244.0,329.0,116.0,40.0,,0
2615,thin,,interior,flat,531.0,248.25,148.67,569.0,208.73,148.93,149,149,3185.0,junction,junction,0.0,1944.0,201.0,164.0,100.0,,0
2617,thin,,interior,flat,608.24,247.06,148.88,570.67,287.21,149.54,149,150,3195.0,junction,junction,0.0,1949.0,201.0,116.0,106.0,,0
2641,thin,,interior,flat,680.31,241.73,143.15,648.17,286.58,149.33,143,149,3226.0,junction,junction,0.0,1968.0,201.0,164.0,82.0,,0
2667,thin,,interior,flat,680.31,241.73,143.15,724.62,206.5,149.5,143,150,3310.0,junction,junction,0.0,2020.0,232.0,164.0,110.0,,0
2762,thin,,interior,flat,297.14,328.5,148.0,344.67,368.12,137.52,138,148,3646.0,junction,junction,0.0,2225.0,260.0,116.0,76.0,,0
2765,thin,,interior,flat,376.0,327.89,148.11,344.67,368.12,137.52,138,148,3026.0,junction,junction,0.0,1846.0,232.0,164.0,93.0,,0
2789,thin,,interior,flat,453.33,327.17,148.33,414.69,366.92,147.92,148,148,3221.0,junction,junction,0.0,1965.0,201.0,164.0,88.0,,0
2793,thin,,interior,vertical,414.07,288.0,148.14,406.69,327.2,197.22,148,197,3675.0,junction,junction,0.0,2242.0,260.0,188.0,62.0,,0
2794,thin,,interior,vertical,414.69,366.92,147.92,406.69,327.2,197.22,148,197,3708.0,junction,junction,0.0,2262.0,285.0,116.0,64.0,,0
2811,thin,,interior,flat,453.33,327.17,148.33,483.74,288.55,158.12,148,158,2912.0,junction,junction,0.0,1777.0,232.0,164.0,88.0,,0
2813,thin,,interior,flat,531.42,326.75,149.0,493.14,366.36,148.5,148,149,3200.0,junction,junction,0.0,1953.0,201.0,116.0,106.0,,0
2815,thin,,interior,vertical,483.74,288.55,158.12,492.18,327.27,109.36,109,158,3651.0,junction,junction,0.0,2227.0,285.0,164.0,89.0,,0
2823,thin,,interior,flat,532.09,366.18,109.36,570.56,326.56,109.89,109,110,3209.0,junction,junction,0.0,1958.0,232.0,164.0,78.0,,0
2835,thin,,interior,flat,531.42,326.75,149.0,570.67,287.21,149.54,149,150,3237.0,junction,junction,0.0,1975.0,201.0,164.0,152.0,,0
2937,thin,,interior,flat,220.13,407.27,147.8,181.0,446.07,147.27,147,148,3202.0,junction,junction,0.0,1954.0,232.0,164.0,62.0,,0
2961,thin,,interior,flat,298.25,406.5,148.75,259.86,446.79,147.5,148,149,3234.0,junction,junction,0.0,1973.0,232.0,164.0,76.0,,0
2985,thin,,interior,flat,376.25,406.0,148.88,337.0,445.77,147.69,148,149,3247.0,junction,junction,0.0,1981.0,201.0,164.0,71.0,,0
3031,thin,,interior,flat,454.36,405.86,149.29,493.14,366.36,148.5,148,149,3217.0,junction,junction,0.0,1963.0,201.0,164.0,59.0,,0
3091,thin,,interior,flat,688.0,442.08,110.17,721.5,398.0,105.56,106,110,3228.0,junction,junction,0.0,1970.0,232.0,164.0,71.0,,0
3179,thin,,interior,flat,220.57,485.71,147.79,259.86,446.79,147.5,148,148,3213.0,junction,junction,0.0,1961.0,201.0,164.0,71.0,,0
3189,thin,,interior,flat,386.83,445.64,101.03,338.07,486.07,108.93,101,109,3709.0,junction,junction,0.0,2263.0,232.0,164.0,58.0,,0
3205,thin,,interior,flat,376.47,485.29,148.35,337.67,524.33,148.42,148,148,3198.0,junction,junction,0.0,1951.0,201.0,116.0,154.0,,0
3227,thin,,interior,flat,376.47,485.29,148.35,415.36,445.45,147.82,148,148,3235.0,junction,junction,0.0,1974.0,164.0,164.0,63.0,,0
3229,thin,,interior,flat,454.29,484.5,148.36,415.86,523.79,148.71,148,149,3193.0,junction,junction,0.0,1948.0,232.0,164.0,84.0,,0
3251,thin,,interior,flat,454.29,484.5,148.36,493.0,443.83,148.5,148,148,3262.0,junction,junction,0.0,1990.0,201.0,164.0,114.0,,0
3337,thin,,interior,flat,142.77,524.69,108.23,98.28,564.72,115.53,108,116,3503.0,junction,junction,0.0,2137.0,232.0,174.0,71.0,,0
3399,thin,,interior,flat,220.64,564.57,147.14,260.31,525.08,148.0,147,148,3252.0,junction,junction,0.0,1985.0,201.0,164.0,67.0,,0
3401,thin,,interior,flat,298.82,564.18,148.18,260.36,604.27,147.45,147,148,3228.0,junction,junction,0.0,1970.0,201.0,164.0,110.0,,0
3423,thin,,interior,flat,298.82,564.18,148.18,337.67,524.33,148.42,148,148,3233.0,junction,junction,0.0,1973.0,201.0,164.0,93.0,,0
3425,thin,,interior,flat,377.08,564.08,148.5,338.33,603.4,147.47,147,148,3208.0,junction,junction,0.0,1957.0,232.0,164.0,76.0,,0
3447,thin,,interior,flat,377.08,564.08,148.5,415.86,523.79,148.71,148,149,3249.0,junction,junction,0.0,1983.0,232.0,164.0,101.0,,0
3557,thin,,interior,flat,143.44,603.62,107.75,104.17,642.5,107.58,108,108,3211.0,junction,junction,0.0,1959.0,232.0,164.0,55.0,,0
3595,thin,,interior,flat,142.8,643.1,147.3,181.89,603.67,146.67,147,147,3226.0,junction,junction,0.0,1969.0,201.0,164.0,107.0,,0
3619,thin,,interior,flat,220.81,643.19,147.31,260.36,604.27,147.45,147,147,3224.0,junction,junction,0.0,1967.0,201.0,164.0,68.0,,0
3621,thin,,interior,flat,298.83,642.83,147.67,260.55,682.64,147.09,147,148,3209.0,junction,junction,0.0,1958.0,232.0,164.0,60.0,,0
3827,thin,,boundary,vertical,191.19,680.0,155.67,182.79,722.71,107.86,108,156,3757.0,junction,junction,0.0,2292.0,329.0,116.0,95.0,,0
4041,thin,,boundary,vertical,139.43,55.14,185.0,99.88,55.62,225.5,185,226,3289.0,junction,junction,0.0,2007.0,285.0,164.0,351.0,,0
4090,thin,,boundary,vertical,217.25,55.5,264.12,256.9,54.0,224.2,224,264,3270.0,junction,junction,0.0,1995.0,285.0,164.0,255.0,,0
4095,thin,,boundary,flat,217.5,93.25,225.56,256.9,54.0,224.2,224,226,3232.0,junction,junction,0.0,1972.0,260.0,164.0,86.0,,0
4350,thin,,interior,flat,452.0,209.17,187.25,419.19,169.81,178.78,179,187,3017.0,junction,junction,0.0,1841.0,285.0,164.0,41.0,,0
4365,thin,,interior,flat,452.14,170.0,226.36,413.88,209.74,225.75,226,226,3206.0,junction,partial,0.0,1956.0,232.0,164.0,52.0,,0
4373,thin,,interior,flat,530.11,129.67,188.0,491.65,169.53,187.35,187,188,3219.0,junction,junction,0.0,1964.0,232.0,164.0,117.0,,0
4389,thin,,interior,flat,530.17,168.92,227.5,491.77,208.77,226.46,226,228,3216.0,junction,junction,0.0,1962.0,232.0,164.0,65.0,,0
4397,thin,,interior,flat,607.67,129.42,188.58,569.07,169.07,188.13,188,189,3215.0,junction,junction,0.0,1962.0,232.0,164.0,119.0,,0
4571,thin,,interior,flat,375.18,288.36,187.0,414.11,249.11,187.22,187,187,3212.0,junction,junction,0.0,1960.0,201.0,164.0,110.0,,0
4595,thin,,interior,flat,453.91,288.0,187.91,492.0,247.83,188.58,188,189,3216.0,junction,junction,0.0,1963.0,232.0,116.0,84.0,,0
4617,thin,,interior,flat,608.09,208.18,188.18,569.42,246.88,187.46,187,188,3179.0,junction,junction,0.0,1940.0,201.0,164.0,203.0,,0
4765,thin,,interior,flat,375.18,288.36,187.0,336.46,328.08,187.15,187,187,3223.0,junction,junction,0.0,1966.0,232.0,164.0,58.0,,0
4767,thin,,interior,flat,297.8,367.9,186.9,336.46,328.08,187.15,187,187,3225.0,junction,junction,0.0,1968.0,232.0,164.0,58.0,,0
4813,thin,,interior,flat,531.42,287.17,187.83,492.57,326.93,187.86,188,188,3230.0,junction,junction,0.0,1971.0,201.0,164.0,99.0,,0
4815,thin,,interior,flat,453.71,366.43,187.43,492.57,326.93,187.86,187,188,3219.0,junction,junction,0.0,1964.0,201.0,164.0,62.0,,0
4985,thin,,interior,flat,376.09,367.09,187.18,331.02,407.04,183.22,183,187,3507.0,junction,junction,0.0,2140.0,201.0,164.0,105.0,,0
5003,thin,,interior,vertical,336.58,368.0,226.0,331.02,407.04,183.22,183,226,3380.0,junction,junction,0.0,2063.0,285.0,164.0,58.0,,0
5011,thin,,interior,flat,376.33,445.33,187.5,415.09,406.55,187.73,188,188,3186.0,junction,junction,0.0,1944.0,232.0,164.0,83.0,,0
5035,thin,,interior,flat,454.64,445.36,187.73,492.91,405.55,188.18,188,188,3209.0,junction,junction,0.0,1958.0,201.0,116.0,68.0,,0
5128,thin,,boundary,flat,720.83,358.89,222.67,757.88,400.75,216.21,216,223,3269.0,junction,junction,111.0,1829.0,232.0,164.0,71.0,,0
5152,thin,,interior,flat,94.81,442.96,216.67,142.36,485.55,225.64,217,226,3745.0,junction,junction,0.0,2285.0,285.0,116.0,62.0,,0
5153,thin,,interior,vertical,94.81,442.96,216.67,103.6,485.4,264.6,217,265,3754.0,junction,junction,0.0,2291.0,349.0,164.0,58.0,,0
5205,thin,,interior,flat,376.33,445.33,187.5,337.36,485.86,185.93,186,188,3268.0,junction,junction,0.0,1994.0,201.0,116.0,110.0,,0
5207,thin,,interior,flat,299.3,525.55,187.95,337.36,485.86,185.93,186,188,3197.0,junction,junction,0.0,1951.0,201.0,164.0,58.0,,0
5215,thin,,interior,vertical,376.3,446.2,265.6,337.5,445.3,227.0,227,266,3180.0,junction,junction,0.0,1940.0,285.0,164.0,349.0,,0
5229,thin,,interior,flat,454.64,445.36,187.73,415.55,484.55,187.45,187,188,3216.0,junction,junction,0.0,1962.0,201.0,164.0,68.0,,0
5231,thin,,interior,flat,376.23,524.54,187.08,415.55,484.55,187.45,187,187,3258.0,junction,junction,0.0,1988.0,232.0,164.0,84.0,,0
5519,thin,,interior,vertical,582.1,602.17,234.2,572.56,562.22,187.67,188,234,3606.0,junction,junction,0.0,2200.0,285.0,188.0,56.0,,0
5597,thin,,interior,flat,220.92,603.75,186.67,182.0,642.78,186.56,187,187,3202.0,junction,junction,0.0,1954.0,232.0,164.0,52.0,,0
5731,thin,,interior,flat,534.08,640.85,226.92,582.1,602.17,234.2,227,234,3607.0,junction,junction,0.0,2201.0,232.0,116.0,108.0,,0
6135,thin,,boundary,flat,295.93,88.33,308.93,334.43,53.71,303.43,303,309,3025.0,junction,junction,0.0,1846.0,232.0,164.0,136.0,,0
6201,thin,,boundary,vertical,607.44,52.22,266.11,559.26,52.78,298.15,266,298,3362.0,junction,junction,0.0,2051.0,329.0,164.0,236.0,,0
6203,thin,,boundary,vertical,608.57,52.0,344.86,559.26,52.78,298.15,298,345,3947.0,junction,junction,0.0,2408.0,329.0,164.0,173.0,,0
6343,thin,,interior,flat,287.72,212.0,256.05,335.14,170.93,265.21,256,265,3684.0,junction,junction,0.0,2248.0,260.0,116.0,41.0,,0
6345,thin,,interior,vertical,287.72,212.0,256.05,296.07,170.33,304.27,256,304,3734.0,junction,junction,0.0,2278.0,285.0,174.0,39.0,,0
6369,thin,,interior,vertical,375.38,209.28,264.67,365.94,168.03,296.21,265,296,3067.0,junction,junction,0.0,1871.0,285.0,164.0,53.0,,0
6478,thin,,interior,flat,690.9,161.0,305.7,730.2,204.59,298.81,299,306,3433.0,junction,junction,0.0,2095.0,201.0,164.0,117.0,,0
6485,thin,,interior,vertical,725.2,127.2,304.9,733.97,160.78,342.12,305,342,2957.0,junction,junction,0.0,1804.0,285.0,164.0,59.0,,0
6545,thin,,interior,vertical,287.72,212.0,256.05,257.1,210.6,303.6,256,304,3287.0,junction,junction,0.0,2005.0,329.0,116.0,118.0,,0
6562,thin,,interior,flat,376.12,288.08,265.5,342.93,248.8,254.2,254,266,3059.0,junction,junction,0.0,1867.0,232.0,164.0,101.0,,0
6564,thin,,interior,vertical,287.72,212.0,256.05,296.38,249.69,305.0,256,305,3625.0,junction,junction,0.0,2212.0,285.0,164.0,55.0,,0
6583,thin,,interior,vertical,335.91,288.55,304.55,342.93,248.8,254.2,254,305,3749.0,junction,junction,0.0,2288.0,329.0,164.0,84.0,,0
6653,thin,,interior,vertical,573.58,204.46,300.71,577.57,245.83,333.07,301,333,3061.0,junction,junction,0.0,1867.0,260.0,116.0,55.0,,0
7315,thin,,interior,vertical,562.73,523.27,315.6,571.0,482.83,266.08,266,316,3745.0,junction,junction,0.0,2285.0,285.0,164.0,67.0,,0
7396,thin,,interior,vertical,149.0,522.5,258.08,151.09,562.64,312.76,258,313,3942.0,junction,junction,0.0,2406.0,201.0,164.0,49.0,,0
7397,thin,,interior,vertical,143.09,603.55,264.36,151.09,562.64,312.76,264,313,3711.0,junction,junction,0.0,2264.0,329.0,116.0,40.0,,0
7527,thin,,interior,flat,532.83,562.17,304.83,562.73,523.27,315.6,305,316,2918.0,junction,junction,0.0,1781.0,260.0,164.0,71.0,,0
